chr	start	end	strand	geneName	chrInt	testIndex	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	Zscore	testStat	signedTestStat	pvalue	adjpvalue
chr16	69564983	69704666	+	NFAT5	16	69450	29	139654	19719	1810887051	12	139671	5271	1810901499	0	139683	685	1810906085	14	139669	9769	1810897001	3	139680	3635	1810903135	2	139681	1896	1810904874	24	139659	22970	1810883800	19	139664	18117	1810888653	21	139662	15235	1810891535	2.8048427846431	462.455425628461	462.455425628461	0	0
chr22	29882212	30026495	+	MTMR3	22	87288	25	144258	19723	1810882447	6	144277	5277	1810896893	2	144281	683	1810901487	12	144271	9771	1810892399	6	144277	3632	1810898538	4	144279	1894	1810900276	27	144256	22967	1810879203	24	144259	18112	1810884058	19	144264	15237	1810886933	2.7804784956735	460.466670390219	460.466670390219	0	0
chr16	1679336	1699269	+	JPT2	16	66644	16	19917	19732	1811006788	2	19931	5281	1811021239	1	19932	684	1811025836	8	19925	9775	1811016745	4	19929	3634	1811022886	0	19933	1898	1811024622	20	19913	22974	1811003546	11	19922	18125	1811008395	9	19924	15247	1811011273	4.19415273237533	455.625442880206	455.625442880206	0	0
chr9	136440096	136484759	-	SEC16A	9	43941	17	44646	19731	1810982059	5	44658	5278	1810996512	1	44662	684	1811001106	4	44659	9779	1810992011	6	44657	3632	1810998158	2	44661	1896	1810999894	20	44643	22974	1810978816	15	44648	18121	1810983669	16	44647	15240	1810986550	3.57895245356645	448.284799831919	448.284799831919	0	0
chr2	43230851	43596974	-	THADA	2	9650	36	366087	19712	1810660618	10	366113	5273	1810675057	1	366122	684	1810679646	12	366111	9771	1810670559	10	366113	3628	1810676702	0	366123	1898	1810678432	39	366084	22955	1810657375	35	366088	18101	1810662229	30	366093	15226	1810665104	2.1745770018522	445.477706626989	445.477706626989	0	0
chr12	54261614	54279063	+	SCAT2	12	55144	16	17433	19732	1811009272	6	17443	5277	1811023727	0	17449	685	1811028319	3	17446	9780	1811019224	2	17447	3636	1811025368	1	17448	1897	1811027107	11	17438	22983	1811006021	15	17434	18121	1811010883	13	17436	15243	1811013761	4.26926071361433	439.874475701712	439.874475701712	0	0
chr15	90716393	90815333	+	BLM	15	65996	20	98920	19728	1810927785	4	98936	5279	1810942234	1	98939	684	1810946829	6	98934	9777	1810937736	3	98937	3635	1810943878	1	98939	1897	1810945616	32	98908	22962	1810924551	21	98919	18115	1810929398	19	98921	15237	1810932276	3.00212814877901	438.965713782702	438.965713782702	0	0
chr17	1779484	1830902	-	SMYD4	17	70549	19	51399	19729	1810975306	6	51412	5277	1810989758	0	51418	685	1810994350	7	51411	9776	1810985259	4	51414	3634	1810991401	2	51416	1896	1810993139	26	51392	22968	1810972067	14	51404	18122	1810976913	9	51409	15247	1810979788	3.44964277058396	431.670494387392	431.670494387392	0	0
chr21	46458056	46547205	+	DIP2A	21	86426	18	89131	19730	1810937574	4	89145	5279	1810952025	2	89147	683	1810956621	14	89135	9769	1810947535	2	89147	3636	1810953668	0	89149	1898	1810955406	28	89121	22966	1810934338	19	89130	18117	1810939187	15	89134	15241	1810942063	3.05843980126264	429.389177843463	429.389177843463	0	0
chr1	35267708	35422058	+	ZMYM4	1	1841	23	154327	19725	1810872378	4	154346	5279	1810886824	1	154349	684	1810891419	12	154338	9771	1810882332	5	154345	3633	1810888470	2	154348	1896	1810890207	38	154312	22956	1810869147	16	154334	18120	1810873983	21	154329	15235	1810876868	2.6886922000158	428.480452269781	428.480452269781	0	0
chr19	1355363	1377094	+	PWWP3A	19	77572	11	21720	19737	1811004985	1	21730	5282	1811019440	0	21731	685	1811024037	7	21724	9776	1811014946	4	21727	3634	1811021088	3	21728	1895	1811022827	15	21716	22979	1811001743	14	21717	18122	1811006600	14	21717	15242	1811009480	4.07913807064851	427.178075093776	427.178075093776	0	0
chr1	150066847	150145329	+	VPS45	1	4798	23	78459	19725	1810948246	1	78481	5282	1810962689	1	78481	684	1810967287	8	78474	9775	1810958196	3	78479	3635	1810964336	2	78480	1896	1810966075	25	78457	22969	1810945002	17	78465	18119	1810949852	17	78465	15239	1810952732	3.1355857308948	422.633179101627	422.633179101627	0	0
chr22	35738735	36029824	-	RBFOX2	22	87567	33	291056	19715	1810735649	7	291082	5276	1810750088	1	291088	684	1810754680	10	291079	9773	1810745591	5	291084	3633	1810751731	3	291086	1895	1810753469	30	291059	22964	1810732400	38	291051	18098	1810737266	25	291064	15231	1810740133	2.27433899993396	418.469584753271	418.469584753271	0	0
chr6	32517352	32531287	-	HLA-DRB5	6	29778	10	13925	19738	1811012780	3	13932	5280	1811027238	0	13935	685	1811031833	5	13930	9778	1811022740	1	13934	3637	1811028881	1	13934	1897	1811030621	15	13920	22979	1811009539	12	13923	18124	1811014394	14	13921	15242	1811017276	4.40033961043121	416.263373821974	416.263373821974	0	0
chr17	46029955	46193800	-	KANSL1	17	73375	26	163819	19722	1810862886	4	163841	5279	1810877329	2	163843	683	1810881925	15	163830	9768	1810872840	3	163842	3635	1810878973	0	163845	1898	1810880710	39	163806	22955	1810859653	13	163832	18123	1810864485	20	163825	15236	1810867372	2.62898214660259	414.933633574285	414.933633574285	0	0
chr1	30931505	31066695	-	PUM1	1	1604	23	135167	19725	1810891538	8	135182	5275	1810905988	0	135190	685	1810910578	10	135180	9773	1810901490	1	135189	3637	1810907626	2	135188	1896	1810909367	32	135158	22962	1810888301	19	135171	18117	1810893146	19	135171	15237	1810896026	2.75334723911229	414.160665790085	414.160665790085	0	0
chr1	35930104	36072500	+	AGO3	1	1870	21	142375	19727	1810884330	8	142388	5275	1810898782	0	142396	685	1810903372	11	142385	9772	1810894285	7	142389	3631	1810900426	4	142392	1894	1810902163	25	142371	22969	1810881088	26	142370	18110	1810885947	14	142382	15242	1810888815	2.71882066061764	413.934723274317	413.934723274317	0	0
chr17	76735310	76778572	+	MFSD11	17	74962	18	43244	19730	1810983461	6	43256	5277	1810997914	1	43261	684	1811002507	8	43254	9775	1810993416	0	43262	3638	1810999553	2	43260	1896	1811001295	21	43241	22973	1810980218	12	43250	18124	1810985067	12	43250	15244	1810987947	3.53843052512895	410.715945585631	410.715945585631	0	0
chr1	154219848	154263505	+	UBAP2L	1	5205	14	43643	19734	1810983062	3	43654	5280	1810997516	0	43657	685	1811002111	6	43651	9777	1810993019	2	43655	3636	1810999160	0	43657	1898	1811000898	17	43640	22977	1810979819	20	43637	18116	1810984680	17	43640	15239	1810987557	3.51674642218517	402.257864472922	402.257864472922	0	0
chr6	31777517	31796752	-	VARS1	6	29655	9	19226	19739	1811007479	6	19229	5277	1811021941	3	19232	682	1811026536	4	19231	9779	1811017439	4	19231	3634	1811023584	1	19234	1897	1811025321	15	19220	22979	1811004239	13	19222	18123	1811009095	9	19226	15247	1811011971	4.12589520906388	402.110798360314	402.110798360314	0	0
chr1	24744446	24844321	+	CLIC4	1	1249	15	99860	19733	1810926845	5	99870	5278	1810941300	2	99873	683	1810945895	12	99863	9771	1810936807	0	99875	3638	1810942940	2	99873	1896	1810944682	26	99849	22968	1810923610	18	99857	18118	1810928460	20	99855	15236	1810931342	2.92497952405566	395.623965775594	395.623965775594	0	0
chr19	51224063	51236572	+	CD33	19	81776	18	12491	19730	1811014214	4	12505	5279	1811028665	0	12509	685	1811033259	1	12508	9782	1811024162	1	12508	3637	1811030307	3	12506	1895	1811032049	10	12499	22984	1811010960	11	12498	18125	1811015819	9	12500	15247	1811018697	4.44045822269222	393.48667424405	393.48667424405	0	0
chr12	50503984	50748657	+	DIP2B	12	54807	23	244650	19725	1810782055	8	244665	5275	1810796505	3	244670	682	1810801098	16	244657	9767	1810792013	4	244669	3634	1810798146	3	244670	1895	1810799885	38	244635	22956	1810778824	23	244650	18113	1810783667	18	244655	15238	1810786542	2.33668587971759	389.702570505906	389.702570505906	0	0
chr11	9778666	10295207	-	SBF2	11	48456	40	516501	19708	1810510204	9	516532	5274	1810524638	1	516540	684	1810529228	22	516519	9761	1810520151	6	516535	3632	1810526280	0	516541	1898	1810528014	44	516497	22950	1810506962	36	516505	18100	1810511812	26	516515	15230	1810514682	1.89204887139455	383.496811244171	383.496811244171	0	0
chr17	76309477	76354916	-	PRPSAP1	17	74892	13	45426	19735	1810981279	6	45433	5277	1810995737	0	45439	685	1811000329	7	45432	9776	1810991238	2	45437	3636	1810997378	1	45438	1897	1810999117	22	45417	22972	1810978042	10	45429	18126	1810982888	16	45423	15240	1810985774	3.45105855389598	382.271690074354	382.271690074354	0	0
chr17	39259130	39402656	-	FBXL20	17	72632	26	143500	19722	1810883205	3	143523	5280	1810897647	0	143526	685	1810902242	11	143515	9772	1810893155	7	143519	3631	1810899296	3	143523	1895	1810901032	29	143497	22965	1810879962	14	143512	18122	1810884805	17	143509	15239	1810887688	2.65773719191083	380.007520745043	380.007520745043	0	0
chr19	14439259	14471866	+	PKN1	19	78845	12	32595	19736	1810994110	6	32601	5277	1811008569	1	32606	684	1811013162	3	32604	9780	1811004066	0	32607	3638	1811010208	1	32606	1897	1811011949	20	32587	22974	1810990872	12	32595	18124	1810995722	15	32592	15241	1810998605	3.6875934794272	379.698867129162	379.698867129162	0	0
chr19	15380049	15419988	-	AKAP8L	19	78919	14	39925	19734	1810986780	4	39935	5279	1811001235	0	39939	685	1811005829	8	39931	9775	1810996739	4	39935	3634	1811002880	2	39937	1896	1811004618	13	39926	22981	1810983533	14	39925	18122	1810988392	14	39925	15242	1810991272	3.52671148267519	373.122547191568	373.122547191568	0	0
chr19	49555710	49581558	-	NOSIP	19	81512	16	25832	19732	1811000873	3	25845	5280	1811015325	0	25848	685	1811019920	7	25841	9776	1811010829	3	25845	3635	1811016970	1	25847	1897	1811018708	17	25831	22977	1810997628	13	25835	18123	1811002482	5	25843	15251	1811005354	3.84578544527463	372.66570942523	372.66570942523	0	0
chr17	2592653	2685615	+	PAFAH1B1	17	70601	22	92940	19726	1810933765	5	92957	5278	1810948213	0	92962	685	1810952806	8	92954	9775	1810943716	2	92960	3636	1810949855	0	92962	1898	1810951593	13	92949	22981	1810930510	25	92937	18111	1810935380	18	92944	15238	1810938253	2.92406915653627	367.776067931671	367.776067931671	0	0
chr6	33250277	33272876	-	VPS52	6	29843	13	22586	19735	1811004119	4	22595	5279	1811018575	0	22599	685	1811023169	4	22595	9779	1811014075	5	22594	3633	1811020221	1	22598	1897	1811021957	14	22585	22980	1811000874	12	22587	18124	1811005730	9	22590	15247	1811008607	3.93286458482257	366.042198810261	366.042198810261	0	0
chr17	80543876	80823620	+	RPTOR	17	75224	30	279714	19718	1810746991	6	279738	5277	1810761432	1	279743	684	1810766025	12	279732	9771	1810756938	10	279734	3628	1810763081	4	279740	1894	1810764815	28	279716	22966	1810743743	26	279718	18110	1810748599	21	279723	15235	1810751474	2.21732444898588	365.874712805729	365.874712805729	0	0
chr22	40824534	40857639	-	ST13	22	87908	13	33092	19735	1810993613	1	33104	5282	1811008066	0	33105	685	1811012663	10	33095	9773	1811003575	0	33105	3638	1811009710	1	33104	1897	1811011451	21	33084	22973	1810990375	13	33092	18123	1810995225	9	33096	15247	1810998101	3.64341422380196	362.998076261021	362.998076261021	0	0
chr15	41667894	41769941	+	MGA	15	63948	19	102028	19729	1810924677	3	102044	5280	1810939126	0	102047	685	1810943721	12	102035	9771	1810934635	5	102042	3633	1810940773	3	102044	1895	1810942511	19	102028	22975	1810921431	17	102030	18119	1810926287	17	102030	15239	1810929167	2.85210927157017	362.774240454193	362.774240454193	0	0
chr9	133255601	133276214	-	ABO	9	43752	16	20597	19732	1811006108	6	20607	5277	1811020563	0	20613	685	1811025155	2	20611	9781	1811016059	0	20613	3638	1811022202	2	20611	1896	1811023944	12	20601	22982	1811002858	12	20601	18124	1811007716	10	20603	15246	1811010594	3.99206350751282	361.202784431633	361.202784431633	0	0
chr1	150811960	150877609	-	ARNT	1	4878	13	65636	19735	1810961069	5	65644	5278	1810975526	0	65649	685	1810980119	15	65634	9768	1810971036	4	65645	3634	1810977170	1	65648	1897	1810978907	18	65631	22976	1810957828	14	65635	18122	1810962682	12	65637	15244	1810965560	3.14599580909043	358.922300140373	358.922300140373	0	0
chr11	63838294	63909573	+	MARK2	11	50174	19	71260	19729	1810955445	2	71277	5281	1810969893	0	71279	685	1810974489	4	71275	9779	1810965395	2	71277	3636	1810971538	1	71278	1897	1810973277	25	71254	22969	1810952205	14	71265	18122	1810957052	17	71262	15239	1810959935	3.08782107465038	358.335751741193	358.335751741193	0	0
chr11	66747393	66843324	+	C11orf80	11	50663	21	95910	19727	1810930795	5	95926	5278	1810945244	0	95931	685	1810949837	13	95918	9770	1810940752	4	95927	3634	1810946888	2	95929	1896	1810948626	24	95907	22970	1810927552	11	95920	18125	1810932397	12	95919	15244	1810935278	2.88180192689047	356.472798255738	356.472798255738	0	0
chr19	8443989	8489110	+	HNRNPM	19	78255	16	45105	19732	1810981600	4	45117	5279	1810996053	0	45121	685	1811000647	5	45116	9778	1810991554	2	45119	3636	1810997696	1	45120	1897	1810999435	24	45097	22970	1810978362	11	45110	18125	1810983207	10	45111	15246	1810986086	3.40468343156654	355.866214888636	355.866214888636	0	0
chr22	40410289	40637691	-	MRTFA	22	87897	22	227380	19726	1810799325	5	227397	5278	1810813773	0	227402	685	1810818366	10	227392	9773	1810809278	5	227397	3633	1810815418	3	227399	1895	1810817156	29	227373	22965	1810796086	27	227375	18109	1810800942	24	227378	15232	1810803819	2.32544353767997	355.657061660197	355.657061660197	0	0
chr19	3135032	3163749	+	GNA15	19	77781	12	28705	19736	1810998000	3	28714	5280	1811012456	0	28717	685	1811017051	9	28708	9774	1811007962	1	28716	3637	1811014099	2	28715	1896	1811015840	15	28702	22979	1810994757	10	28707	18126	1810999610	12	28705	15244	1811002492	3.72497151163982	351.822994743474	351.822994743474	0	0
chr17	75783805	75825799	+	UNK	17	74832	18	41976	19730	1810984729	5	41989	5278	1810999181	0	41994	685	1811003774	2	41992	9781	1810994678	2	41992	3636	1811000823	1	41993	1897	1811002562	15	41979	22979	1810981480	17	41977	18119	1810986340	9	41985	15247	1810989212	3.42011584715935	338.428518880624	338.428518880624	0	0
chr17	76038784	76073517	-	SRP68	17	74863	15	34718	19733	1810991987	7	34726	5276	1811006444	0	34733	685	1811011035	2	34731	9781	1811001939	3	34730	3635	1811008085	2	34731	1896	1811009824	13	34720	22981	1810988739	14	34719	18122	1810993598	9	34724	15247	1810996473	3.55022943996545	335.205458281096	335.205458281096	0	0
chr16	424648	523011	+	RAB11FIP3	16	66453	17	98346	19731	1810928359	8	98355	5275	1810942815	0	98363	685	1810947405	11	98352	9772	1810938318	6	98357	3632	1810944458	0	98363	1898	1810946192	18	98345	22976	1810925114	18	98345	18118	1810929972	11	98352	15245	1810932845	2.82357410273606	335.085797068663	335.085797068663	0	0
chr12	6788535	6816281	+	CD4	12	53375	10	27736	19738	1810998969	4	27742	5279	1811013428	1	27745	684	1811018023	8	27738	9775	1811008932	1	27745	3637	1811015070	1	27745	1897	1811016810	12	27734	22982	1810995725	9	27737	18127	1811000580	15	27731	15241	1811003466	3.71132521151572	333.70894604316	333.70894604316	0	0
chr17	2416048	2512888	-	METTL16	17	70597	20	96820	19728	1810929885	4	96836	5279	1810944334	0	96840	685	1810948928	12	96828	9771	1810939842	1	96839	3637	1810945976	0	96840	1898	1810947715	24	96816	22970	1810926643	14	96826	18122	1810931491	13	96827	15243	1810934370	2.82787027029974	332.032815020997	332.032815020997	0	0
chr17	7483619	7499758	+	POLR2A	17	71074	8	16131	19740	1811010574	5	16134	5278	1811025036	0	16139	685	1811029629	6	16133	9777	1811020537	2	16137	3636	1811026678	1	16138	1897	1811028417	11	16128	22983	1811007331	9	16130	18127	1811012187	11	16128	15245	1811015069	4.11267926513122	331.626032798551	331.626032798551	0	0
chr11	64770033	64779763	-	SF1	11	50308	7	9723	19741	1811016982	1	9729	5282	1811031441	1	9729	684	1811036039	6	9724	9777	1811026946	1	9729	3637	1811033086	0	9730	1898	1811034825	12	9718	22982	1811013741	3	9727	18133	1811018590	16	9714	15240	1811021483	4.49872791583053	329.871343870647	329.871343870647	0	0
chr15	63608617	63834948	-	HERC1	15	64791	20	226311	19728	1810800394	9	226322	5274	1810814848	0	226331	685	1810819437	11	226320	9772	1810810350	8	226323	3630	1810816492	2	226329	1896	1810818226	26	226305	22968	1810797154	19	226312	18117	1810802005	24	226307	15232	1810804890	2.28090956884095	329.053360966966	329.053360966966	0	0
chr11	65332851	65354262	+	DPF2	11	50406	14	21397	19734	1811005308	1	21410	5282	1811019760	1	21410	684	1811024358	5	21406	9778	1811015264	1	21410	3637	1811021405	0	21411	1898	1811023144	15	21396	22979	1811002063	7	21404	18129	1811006913	12	21399	15244	1811009798	3.88500303953342	325.370247759856	325.370247759856	0	0
chr11	72002863	72081389	-	NUMA1	11	50946	18	78508	19730	1810948197	4	78522	5279	1810962648	0	78526	685	1810967242	8	78518	9775	1810958152	3	78523	3635	1810964292	0	78526	1898	1810966029	22	78504	22972	1810944955	15	78511	18121	1810949806	11	78515	15245	1810952682	2.9545690397796	325.009053078946	325.009053078946	0	0
chr11	119205299	119301887	+	CBL	11	52461	21	96567	19727	1810930138	6	96582	5277	1810944588	0	96588	685	1810949180	10	96578	9773	1810940092	2	96586	3636	1810946229	1	96587	1897	1810947968	23	96565	22971	1810926894	11	96577	18125	1810931740	11	96577	15245	1810934620	2.79575543816559	315.585051256232	315.585051256232	0	0
chr1	15846706	15940456	+	SPEN	1	842	19	93731	19729	1810932974	3	93747	5280	1810947423	0	93750	685	1810952018	8	93742	9775	1810942928	2	93748	3636	1810949067	1	93749	1897	1810950806	24	93726	22970	1810929733	11	93739	18125	1810934578	16	93734	15240	1810937463	2.81373743516769	314.710841788445	314.710841788445	0	0
chr9	132261355	132355986	-	SETX	9	43682	15	94616	19733	1810932089	6	94625	5277	1810946545	0	94631	685	1810951137	8	94623	9775	1810942047	4	94627	3634	1810948188	0	94631	1898	1810949924	17	94614	22977	1810928845	21	94610	18115	1810933707	13	94618	15243	1810936579	2.80438225064037	313.234064564109	313.234064564109	0	0
chr19	2100987	2152557	-	AP3D1	19	77688	15	51555	19733	1810975150	6	51564	5277	1810989606	0	51570	685	1810994198	8	51562	9775	1810985108	0	51570	3638	1810991245	1	51569	1897	1810992986	23	51547	22971	1810971912	8	51562	18128	1810976755	8	51562	15248	1810979635	3.21465254764337	311.107932930812	311.107932930812	0	0
chr11	73405982	73599098	-	FAM168A	11	51075	19	193097	19729	1810833608	3	193113	5280	1810848057	3	193113	682	1810852655	9	193107	9774	1810843563	9	193107	3629	1810849708	5	193111	1893	1810851444	17	193099	22977	1810830360	24	193092	18112	1810835225	19	193097	15237	1810838100	2.34253499645147	310.636542884167	310.636542884167	0	0
chr9	136006536	136096289	-	NACC2	9	43907	21	89732	19727	1810936973	6	89747	5277	1810951423	0	89753	685	1810956015	6	89747	9777	1810946923	1	89752	3637	1810953063	2	89751	1896	1810954804	22	89731	22972	1810933728	15	89738	18121	1810938579	9	89744	15247	1810941453	2.8331943639488	310.220241999719	310.220241999719	0	0
chr3	49360121	49412970	-	RHOA	3	16271	15	52834	19733	1810973871	8	52841	5275	1810988329	1	52848	684	1810992920	1	52848	9782	1810983822	5	52844	3633	1810989971	1	52848	1897	1810991707	7	52842	22987	1810970617	21	52828	18115	1810975489	10	52839	15246	1810978358	3.19014845151669	307.864298336208	307.864298336208	0	0
